text,sentiment,sentiment_encoded,processed_text
Quarantine measures imposed by states the world over in the wake of the COVID-19 pandemic have led to a surge in screen time use and online shopping among the masses. ,Negative,0,quarantine measure imposed state world wake covid pandemic led surge screen time use online shopping among mass
"MY GROCERY STORE IS OUT OF TOILET PAPER AND PEOPLE AT WALMART ARE FIGHTING OVER IT LIKE A BITCH PUNCHED A BITCH OVER WALMART BRAND ONE ROLL

#Covid_19",Negative,0,grocery store toilet paper people walmart fighting like bitch punched bitch walmart brand one roll covid
"Check up on people that rely on online shopping deliveries, they might be stuck without items they need! No toilet roll in my delivery this morning, my brother went round some shops &amp; found me some! It's madness!! #coronaUK #coronavirus #ToiletPaperPanic #toiletpapercrisis",Negative,0,check people rely online shopping delivery might stuck without item need toilet roll delivery morning brother went round shop amp found madness coronauk coronavirus toiletpaperpanic toiletpapercrisis
are people in Italy waiting to shop at a supermarket or attend a @billieeilish concert? #coronavirus #CoronaVirusUpdates #COVID?19 #Covid_19 #covid19 ,Neutral,1,people italy waiting shop supermarket attend billieeilish concert coronavirus coronavirusupdates covid covid covid
Im gonna need grocery stores to start putting limits on how many packs of toilet paper people can buy fr. If you can do it for sale items u can do it for crisis items (tp is not a crisis item) And remember jacking up prices makes you a jack ass. #Covid_19 #COVID2019 #COVID,Negative,0,im gon na need grocery store start putting limit many pack toilet paper people buy fr sale item u crisis items tp crisis item remember jacking price make jack as covid covid covid
"Kyle:
- drives F-150
- called COVID-19 a hoax
- panic shopped
- bought toilet paper, hand sanitizer, water and no food
- still goes to crowded bars Saturday",Negative,0,kyle drive f called covid hoax panic shopped bought toilet paper hand sanitizer water food still go crowded bar saturday
"This virus just damaging my bank account the most, all this sitting at home has me online shopping out of boredom, better home my amazon guy is washing his hands or im gonna have a 50pcs box of kitkats, a ballgown ill never wear and COVID:19",Negative,0,virus damaging bank account sitting home online shopping boredom better home amazon guy washing hand im gon na pcs box kitkats ballgown ill never wear covid
"A small rant for the people who have gone and wiped out the shelves at the grocery stores:
You have entirely screwed over the people who dont have the financial means or space to store extra supplies.
Way to go. ??
#coronavirus #COVID19 #COVID?19 #Chillout",Negative,0,small rant people gone wiped shelf grocery store entirely screwed people dont financial mean space store extra supply way go coronavirus covid covid chillout
"@EPRA_Ke thinks that it has relieved Kenyans by lowering fuel prices by only 2 bob yet for now fuel prices has gone down to upto $30  per barrel of crude oil. Okay lets wait for next month and see if it will go down further #covid19kenya
#coronaInkenya",Negative,0,eprake think relieved kenyan lowering fuel price bob yet fuel price gone upto per barrel crude oil okay let wait next month see go covidkenya coronainkenya
,Neutral,1,
"coronavirus be like the end of the world? Especially at the grocery store omy?
#TwitterOfTime #COVID2019 #KeepSafeEveryone #pleaselike",Positive,2,coronavirus like end world especially grocery store omy twitteroftime covid keepsafeeveryone pleaselike
"@sainsburys ordered standard food shop today, including just one pack of nappies and one box for formula (no stock piling just what we need for the week) neither arrived. I have an ill toddler (no Covid -19) at home, cant get to the shop and now cant ",Negative,0,sainsburys ordered standard food shop today including one pack nappy one box formula stock piling need week neither arrived ill toddler covid home cant get shop cant
"@LizMalafronte @MissSashaMorton @MoiraEwesfulone @DrAdrianHeald Im impressed you found any loo roll to give! ?? literally two 4-packs in my local supermarket, and its a big store. I just dont gettit. #Covid_19 is respiratory not bowel related... biz",Positive,2,lizmalafronte misssashamorton moiraewesfulone dradrianheald im impressed found loo roll give literally two packs local supermarket its big store dont gettit covid respiratory bowel related biz
When you work in a grocery store and dont wanna go into work tomorrow because of the coronavirus ? #Covid_19 #CoronaVirusCanada,Neutral,1,work grocery store dont wan na go work tomorrow coronavirus covid coronaviruscanada
I wonder how much online shopping has increased since COVID-19,Positive,2,wonder much online shopping increased since covid
"For everyone thinking of going shopping this weekend, them shoes can wait, that top can be bought online, please if youre feeling under the weather dont go shopping at big centres because thats how its spreads and puts lives at risks #COVID?19 #StayHome #coronavirus",Positive,2,everyone thinking going shopping weekend shoe wait top bought online please youre feeling weather dont go shopping big centre thats its spread put life risk covid stayhome coronavirus
Its so heartbreaking to see this and people struggle. Praying for a better  world. Managed to get most of the stuff for now. Praying for the future. Online shopping for now. Safest way!!!! #coronaUK #COVID19 #CoronaVirusUpdates #coronavirus #Covid19Kindness #tesco ,Positive,2,its heartbreaking see people struggle praying better world managed get stuff praying future online shopping safest way coronauk covid coronavirusupdates coronavirus covidkindness tesco
Im starting to wonder why did I not stock pile..... if I do need food Ill tweet and you can help me. Thanks ?#coronavirus #KeepTheFaith ,Positive,2,im starting wonder stock pile need food ill tweet help thanks coronavirus keepthefaith
"Now would be a good time for people to tweet their merch. Online shopping because we are bored.

#coronavirus",Positive,2,would good time people tweet merch online shopping bored coronavirus
"These posts that I keep seeing from yall regarding COVID-19 dismissing people are trash af. Yes, the overbuying of products (tp, sanitizer, food, even shit that they probs wont use, etc.) is frustrating but let people experience their panic. Its valid.",Negative,0,post keep seeing yall regarding covid dismissing people trash af yes overbuying product tp sanitizer food even shit probs wont use etc frustrating let people experience panic its valid
"today I am venturing out into the abyss to stock up on food and litter for my girls ?? dont forget to prep for your furry ones needs as well! 

#COVID?19 #panicbuyers #coronavirus #pets",Positive,2,today venturing abyss stock food litter girl dont forget prep furry ones need well covid panicbuyers coronavirus pet
